Supplier Name,Region,Country,Function,Service,Avg. Cost($),Rating,Average Delivery Time (days),Number of Escalations,Year,Resources,Delivery Frequency,Lead Time (days),Total Shipments,On-Time Delivery Rate (%),Customer Satisfaction Score,Return Rate (%),Contract Duration (months),Geographical Coverage,Technology Used
IBM,North America,Dominican Republic,Consulting,Mainframe services,150k,83,24,28,2014,9711,Daily,14,3544,74,7,20,33,International,Blockchain
Genpact,North America,Saint Barthelemy,HR,Mainframe services,150k,95,27,39,2014,1255,Monthly,11,5351,68,6,20,31,Local,Blockchain
IBM,Europe,Lao People's Democratic Republic,HR,Applications Development,100k,82,8,9,2018,9645,Daily,5,8529,92,10,8,20,Local,RFID
Genpact,North America,Slovenia,IT & Infrastructure,Applications Development,100k,78,8,10,2018,3253,Weekly,3,4258,91,10,9,23,National,RFID
Capgemini,Europe,Albania,Consulting,Applications Development & Maintenance,150k,75,19,27,2017,3165,Daily,5,3437,78,7,20,35,International,IoT Sensors
Genpact,Europe,Nigeria,IT & Infrastructure,Applications Development & Maintenance,150k,74,12,26,2014,9191,Monthly,8,592,81,9,19,19,National,IoT Sensors
Infosys,Europe,Finland,HR,Applications Development & Maintenance,150k,87,12,26,2016,3748,Monthly,6,2487,81,9,19,28,Local,IoT Sensors
Infosys,APAC,Latvia,IT & Infrastructure,Applications Development,100k,92,3,4,2018,8558,Daily,1,7210,97,10,3,14,National,RFID
Capgemini,Europe,Hong Kong,Consulting,Applications Development,100k,73,9,10,2014,9974,Daily,1,1469,91,10,9,22,National,RFID
Genpact,Europe,Iran,Consulting,Applications Development & Maintenance,150k,99,11,19,2017,4997,Weekly,8,1493,86,10,14,13,International,IoT Sensors
Genpact,APAC,Uruguay,Consulting,Applications Development,100k,79,7,9,2018,6183,Weekly,3,1700,93,10,7,22,Local,RFID
Infosys,North America,Peru,Consulting,Applications Development,100k,100,8,7,2017,7212,Daily,1,7268,93,10,7,14,Local,RFID
Capgemini,North America,Serbia,Consulting,Mainframe services,150k,72,26,33,2014,1213,Daily,10,6538,71,7,20,33,National,Blockchain
Capgemini,Europe,Pakistan,Consulting,Mainframe services,150k,73,23,29,2018,5405,Daily,11,7791,75,7,20,12,Local,Blockchain
Genpact,North America,Iran,HR,Applications Development,100k,74,4,7,2018,9753,Weekly,5,9397,95,10,5,18,International,RFID
Infosys,Europe,Serbia,IT & Infrastructure,Service Desk,100k,87,24,24,2018,9520,Daily,11,9369,76,7,20,24,Local,GPS Tracking
Infosys,North America,Mozambique,IT & Infrastructure,Service Desk,100k,81,25,30,2018,3959,Monthly,15,6047,73,7,20,19,National,GPS Tracking
Genpact,APAC,Guinea,IT & Infrastructure,Applications Development,100k,100,7,1,2014,3174,Monthly,4,7171,97,10,3,23,International,RFID
Genpact,North America,Tajikistan,IT & Infrastructure,Mainframe services,150k,79,28,38,2014,1095,Weekly,20,9465,67,6,20,29,National,Blockchain
IBM,APAC,Sudan,Consulting,Applications Development & Maintenance,150k,85,15,20,2018,5764,Daily,8,1578,83,10,17,28,International,IoT Sensors
Infosys,APAC,Uzbekistan,HR,Applications Development & Maintenance,150k,91,16,29,2016,5592,Weekly,7,1605,78,7,20,17,International,IoT Sensors
Genpact,Europe,Barbados,Consulting,Service Desk,100k,80,19,15,2014,8360,Daily,11,974,84,10,16,14,International,GPS Tracking
Infosys,Europe,Paraguay,Consulting,Mainframe services,150k,91,24,49,2017,7108,Monthly,15,8064,64,6,20,16,Local,Blockchain
Genpact,APAC,Tokelau,Consulting,Mainframe services,150k,85,22,20,2014,1295,Weekly,18,915,79,7,20,30,Local,Blockchain
Capgemini,APAC,Saint Helena,IT & Infrastructure,Service Desk,100k,96,21,18,2016,5562,Daily,10,7800,81,9,19,12,Local,GPS Tracking
Infosys,APAC,Ecuador,Consulting,Applications Development & Maintenance,150k,86,15,18,2016,3636,Monthly,9,4389,84,10,16,12,International,IoT Sensors
Capgemini,Europe,Bermuda,Consulting,Service Desk,100k,70,17,23,2018,2079,Daily,6,1065,81,9,19,13,National,GPS Tracking
Genpact,North America,Namibia,IT & Infrastructure,Applications Development,100k,96,10,6,2014,6160,Daily,1,3146,92,10,8,12,National,RFID
Capgemini,APAC,Egypt,HR,Applications Development,100k,74,6,4,2016,1718,Monthly,1,637,95,10,5,24,National,RFID
Capgemini,North America,Gibraltar,HR,Applications Development,100k,96,6,1,2014,9260,Weekly,5,9504,97,10,3,12,National,RFID
Genpact,Europe,Cape Verde,HR,Mainframe services,150k,84,23,45,2018,4495,Monthly,14,6852,67,6,20,32,National,Blockchain
Infosys,North America,Albania,HR,Applications Development & Maintenance,150k,72,14,25,2016,8768,Monthly,7,3412,81,9,19,36,National,IoT Sensors
Infosys,APAC,United Kingdom,Consulting,Applications Development,100k,94,1,5,2018,4633,Daily,1,3101,98,10,2,17,Local,RFID
Genpact,North America,Poland,IT & Infrastructure,Service Desk,100k,83,20,24,2014,7645,Weekly,8,4572,78,7,20,16,International,GPS Tracking
Genpact,Europe,Hungary,Consulting,Service Desk,100k,98,22,16,2017,9879,Daily,11,8347,81,9,19,21,Local,GPS Tracking
IBM,North America,Angola,IT & Infrastructure,Mainframe services,150k,87,23,32,2014,6420,Daily,15,5572,73,7,20,32,Local,Blockchain
Capgemini,Europe,Montenegro,Consulting,Service Desk,100k,81,15,22,2014,6967,Weekly,9,6605,82,9,18,17,Local,GPS Tracking
IBM,North America,Sweden,IT & Infrastructure,Applications Development & Maintenance,150k,71,10,29,2018,6070,Monthly,6,551,81,9,19,13,International,IoT Sensors
Capgemini,APAC,Bermuda,HR,Applications Development,100k,91,2,2,2014,3331,Daily,1,5482,98,10,2,19,National,RFID
Infosys,North America,Madagascar,HR,Service Desk,100k,89,15,15,2017,4830,Monthly,11,5263,86,10,14,14,National,GPS Tracking
Genpact,APAC,French Guiana,Consulting,Applications Development,100k,98,1,2,2017,6854,Monthly,2,1075,99,10,1,22,Local,RFID
Infosys,North America,Northern Mariana Islands,IT & Infrastructure,Applications Development & Maintenance,150k,97,10,12,2016,6685,Weekly,10,9737,89,10,11,22,National,IoT Sensors
IBM,APAC,South Africa,Consulting,Service Desk,100k,73,20,11,2018,4133,Monthly,14,2215,85,10,15,19,National,GPS Tracking
Infosys,APAC,Saint Kitts and Nevis,IT & Infrastructure,Applications Development,100k,82,6,1,2017,4542,Weekly,5,5081,97,10,3,15,International,RFID
IBM,APAC,Costa Rica,IT & Infrastructure,Applications Development,100k,98,2,1,2016,8019,Daily,5,847,99,10,1,16,International,RFID
Infosys,APAC,Congo,HR,Mainframe services,150k,80,28,29,2016,9936,Daily,11,5984,72,7,20,32,National,Blockchain
Infosys,North America,Afghanistan,Consulting,Applications Development & Maintenance,150k,72,19,20,2014,1971,Weekly,10,6777,81,9,19,16,National,IoT Sensors
Infosys,APAC,Kyrgyz Republic,HR,Applications Development,100k,82,7,10,2018,8823,Monthly,1,4405,92,10,8,18,Local,RFID
Genpact,Europe,Saint Vincent and the Grenadines,IT & Infrastructure,Applications Development & Maintenance,150k,88,14,14,2017,6025,Weekly,9,9619,86,10,14,34,International,IoT Sensors
Capgemini,North America,Armenia,IT & Infrastructure,Mainframe services,150k,80,20,32,2017,1131,Daily,10,3671,74,7,20,27,Local,Blockchain
IBM,North America,Poland,IT & Infrastructure,Mainframe services,150k,98,27,26,2018,4008,Daily,11,4783,74,7,20,24,Local,Blockchain
Genpact,Europe,Wallis and Futuna,HR,Service Desk,100k,92,17,28,2016,4585,Monthly,9,3726,78,7,20,12,National,GPS Tracking
Infosys,Europe,American Samoa,Consulting,Mainframe services,150k,96,20,43,2014,6835,Daily,11,4102,69,6,20,13,Local,Blockchain
Infosys,APAC,Kiribati,Consulting,Service Desk,100k,82,18,10,2018,4603,Monthly,9,2329,86,10,14,14,International,GPS Tracking
Capgemini,North America,Jamaica,HR,Applications Development,100k,97,8,6,2016,2437,Weekly,3,2901,93,10,7,24,International,RFID
Genpact,North America,Andorra,HR,Service Desk,100k,95,21,11,2016,1138,Weekly,7,2417,85,10,15,15,National,GPS Tracking
Capgemini,North America,Jamaica,IT & Infrastructure,Mainframe services,150k,92,22,22,2016,1017,Weekly,18,7389,78,7,20,20,Local,Blockchain
Genpact,APAC,Azerbaijan,Consulting,Applications Development,100k,92,4,9,2016,2621,Weekly,2,2900,94,10,6,12,Local,RFID
Infosys,Europe,Mali,Consulting,Mainframe services,150k,88,28,38,2014,8106,Monthly,11,1843,67,6,20,27,Local,Blockchain
Infosys,Europe,Jamaica,HR,Service Desk,100k,98,20,20,2017,8598,Daily,13,7807,80,8,20,20,Local,GPS Tracking
Infosys,North America,Eritrea,IT & Infrastructure,Applications Development,100k,85,9,1,2016,2100,Weekly,5,9070,96,10,4,23,National,RFID
IBM,North America,Malawi,Consulting,Applications Development & Maintenance,150k,97,17,15,2014,2572,Monthly,9,8519,85,10,15,28,Local,IoT Sensors
Genpact,Europe,Georgia,IT & Infrastructure,Applications Development & Maintenance,150k,89,12,10,2017,9792,Monthly,8,2188,89,10,11,13,International,IoT Sensors
Infosys,North America,Cyprus,Consulting,Applications Development & Maintenance,150k,85,12,11,2017,4463,Daily,10,2257,89,10,11,20,International,IoT Sensors
Genpact,Europe,Tanzania,IT & Infrastructure,Applications Development,100k,91,6,10,2016,1213,Daily,4,2190,92,10,8,21,Local,RFID
Genpact,Europe,Taiwan,Consulting,Applications Development & Maintenance,150k,85,12,17,2017,3083,Daily,7,1791,86,10,14,16,Local,IoT Sensors
Genpact,Europe,Italy,IT & Infrastructure,Mainframe services,150k,83,20,48,2017,1770,Monthly,13,6770,66,6,20,36,National,Blockchain
Genpact,North America,Tokelau,Consulting,Service Desk,100k,84,25,11,2017,7518,Daily,5,9677,83,10,17,17,Local,GPS Tracking
Genpact,Europe,Hong Kong,IT & Infrastructure,Applications Development & Maintenance,150k,83,20,10,2014,8695,Daily,5,4991,85,10,15,32,National,IoT Sensors
Infosys,North America,Palau,IT & Infrastructure,Applications Development,100k,96,9,4,2017,2095,Daily,5,6442,94,10,6,13,National,RFID
Capgemini,North America,Uzbekistan,IT & Infrastructure,Applications Development & Maintenance,150k,86,11,16,2014,7011,Daily,9,6749,87,10,13,15,International,IoT Sensors
Infosys,North America,Bulgaria,IT & Infrastructure,Mainframe services,150k,92,27,50,2018,3506,Weekly,16,1478,62,6,20,36,International,Blockchain
IBM,North America,Nigeria,Consulting,Service Desk,100k,90,15,19,2014,8224,Weekly,10,7169,84,10,16,21,National,GPS Tracking
Genpact,Europe,San Marino,Consulting,Applications Development & Maintenance,150k,81,19,16,2014,5952,Monthly,7,6275,83,10,17,34,Local,IoT Sensors
Capgemini,APAC,Dominica,IT & Infrastructure,Service Desk,100k,79,17,22,2016,5189,Daily,7,3646,81,9,19,14,National,GPS Tracking
IBM,North America,Guatemala,HR,Applications Development & Maintenance,150k,74,20,27,2014,9432,Monthly,7,8508,77,7,20,34,International,IoT Sensors
Capgemini,APAC,Spain,HR,Applications Development,100k,77,10,10,2017,2386,Monthly,4,9943,90,10,10,13,International,RFID
Genpact,APAC,Martinique,HR,Service Desk,100k,100,18,27,2017,8551,Weekly,8,3158,78,7,20,17,National,GPS Tracking
IBM,APAC,Malta,IT & Infrastructure,Applications Development,100k,95,4,4,2016,2270,Weekly,5,1389,96,10,4,15,International,RFID
IBM,Europe,France,Consulting,Mainframe services,150k,81,27,32,2018,7396,Monthly,18,9335,71,7,20,12,International,Blockchain
IBM,Europe,Greece,HR,Mainframe services,150k,80,27,32,2016,6906,Weekly,15,4030,71,7,20,30,National,Blockchain
Capgemini,APAC,Bahamas,Consulting,Mainframe services,150k,76,24,32,2017,3072,Monthly,17,1395,72,7,20,24,Local,Blockchain
Infosys,Europe,Chad,Consulting,Mainframe services,150k,99,20,37,2017,9323,Weekly,15,1534,72,7,20,34,National,Blockchain
Capgemini,North America,Burundi,Consulting,Applications Development & Maintenance,150k,97,12,20,2018,3977,Weekly,9,1948,84,10,16,23,Local,IoT Sensors
Infosys,North America,Sudan,IT & Infrastructure,Applications Development,100k,82,3,4,2014,5684,Weekly,3,962,97,10,3,17,International,RFID
Genpact,North America,Turks and Caicos Islands,IT & Infrastructure,Mainframe services,150k,79,29,26,2017,6061,Monthly,18,3597,73,7,20,19,International,Blockchain
Capgemini,APAC,Serbia,IT & Infrastructure,Applications Development,100k,100,7,4,2014,1491,Weekly,5,8851,95,10,5,22,International,RFID
Infosys,APAC,Aruba,Consulting,Applications Development,100k,93,6,3,2018,2513,Weekly,5,9225,96,10,4,14,National,RFID
IBM,Europe,Indonesia,IT & Infrastructure,Mainframe services,150k,83,25,46,2018,5255,Daily,13,4475,65,6,20,33,International,Blockchain
Genpact,Europe,Saint Lucia,HR,Service Desk,100k,70,22,16,2018,6594,Daily,6,2518,81,9,19,22,Local,GPS Tracking
Capgemini,Europe,Bahamas,Consulting,Service Desk,100k,83,17,28,2016,4194,Weekly,12,7768,78,7,20,18,Local,GPS Tracking
Capgemini,Europe,Dominica,IT & Infrastructure,Applications Development,100k,70,1,6,2017,6332,Weekly,1,8605,97,10,3,14,International,RFID
Genpact,Europe,Georgia,IT & Infrastructure,Applications Development,100k,72,3,8,2017,4052,Daily,1,5339,95,10,5,22,National,RFID
Genpact,Europe,Slovakia (Slovak Republic),HR,Applications Development & Maintenance,150k,95,10,29,2014,4565,Daily,8,6620,81,9,19,21,International,IoT Sensors
Genpact,North America,Northern Mariana Islands,HR,Applications Development,100k,81,1,4,2017,3525,Weekly,2,8588,98,10,2,13,National,RFID
Capgemini,APAC,Wallis and Futuna,Consulting,Applications Development & Maintenance,150k,74,19,30,2017,6771,Monthly,5,3593,76,7,20,17,Local,IoT Sensors
Genpact,Europe,Romania,HR,Applications Development & Maintenance,150k,89,20,24,2016,1023,Daily,6,4807,78,7,20,19,National,IoT Sensors
Genpact,North America,Norway,Consulting,Service Desk,100k,72,20,17,2017,1569,Monthly,8,7792,82,9,18,14,National,GPS Tracking
Genpact,North America,British Virgin Islands,HR,Applications Development,100k,85,8,1,2014,9284,Daily,5,2695,96,10,4,20,Local,RFID
Genpact,North America,Haiti,IT & Infrastructure,Service Desk,100k,81,15,25,2016,3996,Daily,6,1568,81,9,19,13,National,GPS Tracking
Capgemini,North America,Madagascar,IT & Infrastructure,Service Desk,100k,80,23,18,2018,5303,Monthly,9,2246,80,8,20,24,Local,GPS Tracking
Infosys,Europe,Tanzania,IT & Infrastructure,Applications Development & Maintenance,150k,94,12,14,2017,5157,Daily,10,2622,87,10,13,17,National,IoT Sensors
Genpact,Europe,Lao People's Democratic Republic,Consulting,Applications Development & Maintenance,150k,82,20,30,2014,7177,Monthly,10,3098,75,7,20,17,International,IoT Sensors
Genpact,Europe,Cook Islands,HR,Mainframe services,150k,85,30,21,2016,2092,Daily,15,1979,75,7,20,24,International,Blockchain
Genpact,APAC,Angola,Consulting,Applications Development,100k,91,8,5,2017,4753,Weekly,4,9256,94,10,6,13,National,RFID
Infosys,APAC,Norfolk Island,Consulting,Applications Development,100k,75,6,3,2018,1939,Monthly,5,8434,96,10,4,12,National,RFID
Infosys,North America,Malta,HR,Service Desk,100k,78,22,21,2018,1737,Daily,14,6023,79,7,20,18,National,GPS Tracking
Infosys,North America,Marshall Islands,IT & Infrastructure,Mainframe services,150k,83,22,49,2017,2179,Monthly,11,1369,65,6,20,32,International,Blockchain
Infosys,Europe,Gabon,HR,Mainframe services,150k,82,24,20,2016,6259,Weekly,16,7486,78,7,20,30,International,Blockchain
Infosys,APAC,Bahamas,IT & Infrastructure,Service Desk,100k,78,15,25,2016,8120,Weekly,7,2693,81,9,19,24,International,GPS Tracking
Infosys,APAC,Saint Vincent and the Grenadines,Consulting,Applications Development,100k,72,8,2,2016,4991,Daily,5,7145,95,10,5,14,International,RFID
Capgemini,APAC,Brunei Darussalam,HR,Service Desk,100k,100,24,30,2018,4532,Weekly,13,1315,73,7,20,19,Local,GPS Tracking
Genpact,APAC,Cote d'Ivoire,Consulting,Service Desk,100k,90,18,12,2018,1463,Weekly,12,7642,85,10,15,24,National,GPS Tracking
Genpact,Europe,Montserrat,HR,Service Desk,100k,88,21,21,2017,4326,Monthly,13,1988,80,8,20,15,International,GPS Tracking
Infosys,Europe,Eritrea,HR,Applications Development,100k,93,6,5,2017,3976,Monthly,4,3920,95,10,5,15,Local,RFID
IBM,APAC,Latvia,Consulting,Applications Development & Maintenance,150k,85,11,28,2018,5461,Daily,6,4733,81,9,19,14,International,IoT Sensors
Genpact,North America,Hungary,HR,Service Desk,100k,84,15,11,2018,6016,Weekly,12,5165,88,10,12,12,International,GPS Tracking
Capgemini,North America,El Salvador,IT & Infrastructure,Service Desk,100k,83,19,28,2016,7318,Weekly,11,5794,77,7,20,19,National,GPS Tracking
Genpact,North America,Slovenia,Consulting,Applications Development,100k,92,1,1,2016,8704,Weekly,3,3363,100,10,0,18,Local,RFID
Capgemini,North America,South Georgia and the South Sandwich Islands,IT & Infrastructure,Service Desk,100k,73,21,29,2017,3250,Weekly,14,9427,76,7,20,14,International,GPS Tracking
IBM,Europe,Taiwan,Consulting,Service Desk,100k,93,18,11,2014,3936,Daily,10,6129,86,10,14,23,National,GPS Tracking
Genpact,North America,Guyana,Consulting,Applications Development,100k,77,3,8,2014,6144,Daily,5,4851,95,10,5,18,International,RFID
Capgemini,Europe,Trinidad and Tobago,Consulting,Mainframe services,150k,77,25,49,2017,6413,Monthly,16,4388,64,6,20,21,National,Blockchain
Infosys,North America,Sudan,HR,Applications Development & Maintenance,150k,99,14,12,2016,4972,Weekly,10,4334,87,10,13,21,National,IoT Sensors
IBM,APAC,Nigeria,HR,Service Desk,100k,94,24,18,2016,3393,Weekly,8,3778,79,7,20,18,Local,GPS Tracking
Capgemini,Europe,Holy See (Vatican City State),IT & Infrastructure,Mainframe services,150k,88,22,39,2017,2634,Monthly,16,4182,70,7,20,35,Local,Blockchain
Genpact,APAC,Tajikistan,Consulting,Applications Development,100k,94,8,3,2014,8846,Daily,5,5454,95,10,5,12,National,RFID
IBM,North America,Sao Tome and Principe,Consulting,Mainframe services,150k,95,30,42,2016,3058,Daily,14,710,64,6,20,25,Local,Blockchain
IBM,North America,United States of America,IT & Infrastructure,Applications Development,100k,74,5,10,2016,1894,Daily,3,548,93,10,7,18,Local,RFID
Capgemini,North America,Afghanistan,Consulting,Mainframe services,150k,97,21,26,2017,9663,Daily,12,9846,77,7,20,35,National,Blockchain
Capgemini,APAC,Bulgaria,HR,Applications Development & Maintenance,150k,100,15,30,2018,2292,Weekly,9,9498,78,7,20,33,International,IoT Sensors
Genpact,North America,Bouvet Island (Bouvetoya),HR,Applications Development & Maintenance,150k,80,15,27,2018,7355,Daily,7,3725,80,8,20,21,Local,IoT Sensors
Genpact,North America,Zimbabwe,IT & Infrastructure,Applications Development,100k,76,9,6,2018,3581,Daily,5,2323,93,10,7,12,Local,RFID
IBM,North America,Jersey,IT & Infrastructure,Applications Development & Maintenance,150k,90,17,19,2014,1306,Daily,7,5035,83,10,17,17,Local,IoT Sensors
Capgemini,Europe,Nepal,IT & Infrastructure,Service Desk,100k,71,21,26,2017,3307,Monthly,14,9423,77,7,20,23,National,GPS Tracking
Capgemini,North America,Germany,Consulting,Service Desk,100k,72,17,30,2018,5317,Monthly,5,3185,77,7,20,13,Local,GPS Tracking
IBM,APAC,New Caledonia,IT & Infrastructure,Mainframe services,150k,75,20,24,2017,7916,Daily,15,6503,78,7,20,19,National,Blockchain
Genpact,Europe,Taiwan,IT & Infrastructure,Applications Development & Maintenance,150k,89,12,16,2016,1152,Weekly,7,2333,86,10,14,18,Local,IoT Sensors
Genpact,APAC,Kyrgyz Republic,IT & Infrastructure,Applications Development & Maintenance,150k,70,19,13,2016,4232,Weekly,8,4255,85,10,15,18,National,IoT Sensors
Capgemini,North America,Pitcairn Islands,IT & Infrastructure,Service Desk,100k,84,16,23,2018,3326,Weekly,6,7937,81,9,19,24,International,GPS Tracking
IBM,APAC,Myanmar,IT & Infrastructure,Mainframe services,150k,72,20,25,2016,4781,Weekly,13,9630,78,7,20,20,International,Blockchain
IBM,Europe,Madagascar,IT & Infrastructure,Mainframe services,150k,71,23,20,2016,9850,Weekly,12,4949,79,7,20,18,National,Blockchain
Genpact,APAC,Norfolk Island,HR,Applications Development,100k,95,2,8,2016,5795,Monthly,1,953,95,10,5,23,National,RFID
Infosys,North America,Pitcairn Islands,HR,Applications Development,100k,90,5,9,2018,6261,Weekly,4,4367,94,10,6,19,National,RFID
Capgemini,North America,Guatemala,HR,Applications Development,100k,87,3,5,2016,9795,Monthly,5,7320,97,10,3,12,Local,RFID
Genpact,APAC,Tanzania,Consulting,Service Desk,100k,89,20,26,2014,6623,Monthly,7,6412,77,7,20,13,National,GPS Tracking
Genpact,APAC,Niger,Consulting,Mainframe services,150k,77,28,43,2016,8395,Monthly,14,9494,65,6,20,35,Local,Blockchain
Infosys,Europe,Svalbard & Jan Mayen Islands,Consulting,Applications Development & Maintenance,150k,100,11,12,2014,4861,Daily,6,5779,89,10,11,13,International,IoT Sensors
Infosys,North America,Kuwait,Consulting,Service Desk,100k,92,15,12,2014,4695,Monthly,14,9901,87,10,13,19,Local,GPS Tracking
IBM,APAC,Tunisia,HR,Mainframe services,150k,80,29,39,2014,9093,Daily,19,1771,67,6,20,20,Local,Blockchain
Genpact,Europe,Denmark,Consulting,Applications Development & Maintenance,150k,75,16,18,2016,1351,Daily,8,6009,83,10,17,19,National,IoT Sensors
IBM,Europe,San Marino,Consulting,Applications Development & Maintenance,150k,88,16,15,2018,4151,Daily,5,3299,85,10,15,24,International,IoT Sensors
IBM,North America,Botswana,Consulting,Applications Development,100k,98,4,4,2014,5992,Monthly,5,8328,96,10,4,16,International,RFID
IBM,North America,Sri Lanka,IT & Infrastructure,Service Desk,100k,95,24,20,2016,1169,Monthly,14,6230,78,7,20,12,International,GPS Tracking
IBM,APAC,Libyan Arab Jamahiriya,HR,Service Desk,100k,84,20,12,2018,5216,Monthly,15,3076,84,10,16,21,National,GPS Tracking
IBM,North America,Nepal,IT & Infrastructure,Service Desk,100k,78,18,15,2016,8411,Monthly,15,8259,84,10,16,21,National,GPS Tracking
Infosys,North America,Afghanistan,IT & Infrastructure,Mainframe services,150k,98,25,38,2018,6722,Daily,12,8992,69,6,20,16,Local,Blockchain
Genpact,APAC,Austria,HR,Applications Development & Maintenance,150k,79,10,30,2014,2168,Monthly,6,5385,80,8,20,23,National,IoT Sensors
Capgemini,APAC,Equatorial Guinea,Consulting,Applications Development & Maintenance,150k,77,19,20,2018,3525,Daily,6,6794,81,9,19,22,Local,IoT Sensors
Infosys,North America,Bangladesh,HR,Mainframe services,150k,78,20,33,2014,6564,Monthly,12,1690,74,7,20,24,Local,Blockchain
Infosys,APAC,Botswana,Consulting,Applications Development & Maintenance,150k,88,13,30,2016,3572,Monthly,5,1152,79,7,20,29,International,IoT Sensors
Infosys,North America,Samoa,HR,Applications Development,100k,79,2,3,2014,7102,Daily,2,8919,98,10,2,24,Local,RFID
IBM,APAC,Swaziland,IT & Infrastructure,Service Desk,100k,94,23,25,2014,9697,Monthly,11,5452,77,7,20,18,National,GPS Tracking
Infosys,APAC,Maldives,Consulting,Applications Development,100k,75,5,3,2018,8245,Weekly,3,8692,97,10,3,22,National,RFID
Capgemini,North America,Malaysia,Consulting,Applications Development & Maintenance,150k,93,15,22,2017,2945,Weekly,9,9861,82,9,18,32,National,IoT Sensors
Genpact,Europe,Guinea,Consulting,Applications Development & Maintenance,150k,95,20,15,2016,3933,Daily,7,1330,83,10,17,15,Local,IoT Sensors
Genpact,Europe,Philippines,Consulting,Applications Development & Maintenance,150k,87,11,11,2016,2847,Daily,7,4710,90,10,10,21,International,IoT Sensors
Capgemini,APAC,Cocos (Keeling) Islands,Consulting,Service Desk,100k,88,16,12,2017,9631,Monthly,14,1681,86,10,14,19,International,GPS Tracking
Infosys,APAC,Tajikistan,IT & Infrastructure,Applications Development & Maintenance,150k,98,13,13,2018,7918,Monthly,10,6814,88,10,12,35,Local,IoT Sensors
Genpact,Europe,Mexico,IT & Infrastructure,Applications Development & Maintenance,150k,87,10,10,2017,4168,Monthly,5,9012,90,10,10,23,National,IoT Sensors
IBM,APAC,Panama,Consulting,Applications Development & Maintenance,150k,77,15,30,2016,1031,Daily,5,5920,78,7,20,13,International,IoT Sensors
Infosys,APAC,Sweden,Consulting,Applications Development & Maintenance,150k,82,12,28,2018,3687,Weekly,9,7593,80,8,20,36,National,IoT Sensors
Capgemini,Europe,Timor-Leste,IT & Infrastructure,Applications Development & Maintenance,150k,76,18,16,2018,7676,Daily,6,1464,83,10,17,28,International,IoT Sensors
Capgemini,APAC,British Indian Ocean Territory (Chagos Archipelago),Consulting,Mainframe services,150k,84,30,50,2014,5060,Monthly,11,7211,60,6,20,29,International,Blockchain
Genpact,APAC,Svalbard & Jan Mayen Islands,IT & Infrastructure,Mainframe services,150k,92,21,26,2016,2624,Daily,10,8956,77,7,20,16,International,Blockchain
Infosys,Europe,Niue,Consulting,Applications Development & Maintenance,150k,80,17,29,2014,7652,Weekly,6,8001,78,7,20,35,National,IoT Sensors
IBM,Europe,Russian Federation,IT & Infrastructure,Service Desk,100k,70,15,23,2014,5364,Daily,15,4152,82,9,18,24,Local,GPS Tracking
Capgemini,Europe,Mali,HR,Applications Development & Maintenance,150k,73,17,23,2017,7864,Weekly,9,9595,81,9,19,15,International,IoT Sensors
Capgemini,APAC,Syrian Arab Republic,HR,Applications Development & Maintenance,150k,91,14,21,2014,3468,Monthly,10,6502,83,10,17,33,National,IoT Sensors
Genpact,Europe,Oman,Consulting,Mainframe services,150k,88,28,32,2014,3266,Monthly,16,5403,70,7,20,36,National,Blockchain
Genpact,North America,Aruba,Consulting,Applications Development & Maintenance,150k,77,18,28,2017,8129,Weekly,9,247,77,7,20,30,National,IoT Sensors
IBM,Europe,Congo,Consulting,Mainframe services,150k,74,29,20,2018,7931,Daily,19,9770,76,7,20,26,National,Blockchain
Infosys,Europe,Canada,IT & Infrastructure,Applications Development,100k,87,10,7,2018,6029,Weekly,5,8259,92,10,8,19,National,RFID
IBM,APAC,Moldova,HR,Mainframe services,150k,76,29,29,2017,2843,Monthly,19,6833,72,7,20,24,National,Blockchain
Genpact,North America,Uganda,HR,Applications Development & Maintenance,150k,88,18,30,2014,7239,Weekly,8,4899,76,7,20,22,International,IoT Sensors
Genpact,Europe,Barbados,HR,Applications Development,100k,86,6,1,2018,1162,Weekly,3,5452,97,10,3,24,Local,RFID
Infosys,North America,Aruba,Consulting,Applications Development,100k,79,7,3,2014,1296,Daily,2,9018,96,10,4,19,Local,RFID
Genpact,APAC,Vietnam,HR,Mainframe services,150k,98,25,36,2016,1674,Monthly,14,5504,70,7,20,15,National,Blockchain
Capgemini,North America,India,HR,Mainframe services,150k,73,28,27,2017,7815,Monthly,18,3975,73,7,20,31,Local,Blockchain
Genpact,APAC,Korea,HR,Applications Development & Maintenance,150k,81,10,11,2018,7607,Weekly,7,1768,90,10,10,12,International,IoT Sensors
Capgemini,North America,British Virgin Islands,IT & Infrastructure,Mainframe services,150k,87,20,49,2017,4138,Monthly,13,7280,66,6,20,23,International,Blockchain
Capgemini,Europe,Austria,IT & Infrastructure,Mainframe services,150k,90,29,21,2014,9696,Weekly,17,7834,76,7,20,28,Local,Blockchain
Genpact,North America,Eritrea,Consulting,Service Desk,100k,98,15,13,2014,1779,Monthly,5,3883,87,10,13,22,National,GPS Tracking
Infosys,North America,Brazil,Consulting,Mainframe services,150k,78,22,39,2017,7913,Weekly,14,9252,70,7,20,31,National,Blockchain
Genpact,APAC,Cocos (Keeling) Islands,Consulting,Mainframe services,150k,99,20,32,2017,8146,Daily,14,7926,74,7,20,16,Local,Blockchain
